id,no,name,latitude,longitude,bearing
486,F03589,Ady Endre utca,47.465717,19.24176,-145
487,F03762,Margó Tivadar utca,47.439397,19.172343,-145
488,F03945,Kispest Kossuth tér,47.458247,19.145757,-145
489,F04684,Gyógyszertár,47.51349,18.93244,-145
490,F00709,Megyeri temető,47.582507,19.090754,-144
491,F00753,Fóti út,47.577829,19.093501,-144
492,F00884,Izzó utca,47.579897,19.095749,-144
493,F02462,Széll Kálmán tér M,47.506441,19.024775,-144
494,F02850,Telepes utca,47.530452,19.121335,-144
495,8863,Gőzmozdony utca,47.470028,19.157173,-143
496,70128,Szilaspatak sor,47.588027,19.0967,-143
497,82617,Sasadi út,47.466648,19.016251,-143
498,102568,Rózsakert utca / Minta utca,47.403146,19.010169,-143
499,F00307,Széna tér,47.508114,19.026739,-143
500,F02233,Örsöddűlő,47.455118,18.993184,-143
501,F02913,Szentes utca,47.526776,19.11724,-143
502,F03732,Kispest vasútállomás,47.447568,19.158533,-143
503,F04208,Völgy utca,47.416583,19.072203,-143
504,F04457,Budatétény vasútállomás (Növény utca),47.404901,19.012155,-143
505,8844,Egressy út / Vezér utca,47.51926,19.126312,-142
506,64090,Nap utca (óvoda),47.349535,19.025706,-142
507,64181,Miklós tér,47.347331,19.023126,-142
508,F01694,Gergely utca (Sibrik Miklós út),47.467854,19.154808,-142
509,F01697,Szövőszék utca,47.471843,19.159273,-142
510,F01827,Ónodi utca,47.488602,19.135237,-142
511,F02420,Királyhágó tér,47.494783,19.018848,-142
512,F02852,Fűrész utca,47.523307,19.113372,-142
513,F02943,Fűrész utca / Szugló utca,47.520074,19.119223,-142
514,F03013,Közvágóhíd utca,47.571884,19.126948,-142
515,F03533,Bánya part,47.471046,19.239047,-142
516,F03730,Bozsik Stadion,47.444567,19.155185,-142
517,F00306,Széna tér,47.508484,19.026989,-141
518,F00775,Vécsey Károly utca,47.569525,19.099182,-141
519,F01935,Keserűvíz-forrás,47.458268,18.996894,-141
520,F02847,Miskolci utca / Csömöri út,47.525992,19.12028,-141
521,F03025,Csobogós utca,47.569492,19.126878,-141
522,F03038,Epres sor,47.562182,19.123625,-141
523,F03137,Apolló utca,47.536946,19.134639,-141
524,F04211,Dr. Koncz János tér,47.413585,19.069047,-141
525,43481,Káposztásmegyer Aquaworld,47.599639,19.112654,-140
526,F01623,Élessarok,47.491037,19.138015,-140
527,F02801,Turán utca,47.516627,19.12291,-140
528,F02941,Miskolci utca / Szugló utca,47.524595,19.124514,-140
529,F03203,Szent Korona útja,47.547779,19.115076,-140
530,F04682,Erkel Ferenc utca,47.517136,18.936282,-140
531,F04767,Diósd törökbálinti elágazás,47.410608,18.956343,-140
532,9572,Bagaria utca,47.590199,19.083142,-139
533,64318,Temető utca,47.355356,19.045862,-139
534,90482,Ötvenhatosok tere,47.507822,19.087004,-139
535,101184,Dunaharaszti utca,47.349496,19.053633,-139
536,F00782,Illek Vince utca,47.565716,19.088322,-139
537,F01926,Sasadi út,47.467215,19.016596,-139
538,F02129,Szüret utca,47.480557,19.036674,-139
539,F02722,Stefánia út / Thököly út,47.50808,19.094252,-139
540,F02827,Bosnyák tér,47.520258,19.11293,-139
541,F02828,Bosnyák tér,47.520096,19.112731,-139
542,F02829,Bosnyák tér,47.519782,19.112319,-139
543,F03110,Szerencs utca / Bánkút utca,47.546848,19.127101,-139
544,F03112,Szerencs utca,47.549694,19.12223,-139
545,F03121,Szerencs utca,47.548835,19.12338,-139
546,F03138,Madách utca,47.538752,19.136408,-139
547,F04292,Völgy utca,47.419048,19.065511,-139
548,F04366,Erdősor utca,47.41653,19.062264,-139
549,8552,Erdősor utca,47.383056,19.201876,-138
550,73473,Munkácsy Mihály utca (hősi emlékmű),47.430977,18.916119,-138
551,F00011,Szirtes út,47.488238,19.037084,-138
552,F02575,Pap Károly utca,47.533557,19.073742,-138
553,F02711,Zichy Géza utca,47.510421,19.090419,-138
554,F02717,Cházár András utca,47.505868,19.09133,-138
555,F02730,Zugló vasútállomás,47.51172,19.099153,-138
556,F02813,Szugló utca / Nagy Lajos király útja,47.517486,19.116193,-138
557,F02826,Bosnyák tér,47.520474,19.113209,-138
558,F03051,Fő út,47.563645,19.112916,-138
559,F03101,Vág utca,47.539969,19.119303,-138
560,F03105,Vasutastelep utca,47.542463,19.121157,-138
561,F03127,Rákospalotai köztemető,47.55194,19.133667,-138
562,F03196,Molnár Viktor utca,47.533558,19.130251,-138
563,9652,Széchenyi út,47.545721,19.112403,-137
564,F00524,Óbudai temető,47.56572,19.022755,-137
565,F01145,Reiner Frigyes park,47.504241,19.089298,-137
566,F02080,Eper utca,47.480895,18.99268,-137
567,F02161,Dűlő út,47.427282,18.979257,-137
568,F02270,KFKI étterem,47.489157,18.958834,-137
569,F02480,Széll Kálmán tér,47.506818,19.024895,-137
570,F02714,Vakok Intézete,47.51255,19.09326,-137
571,F02765,Álmos vezér útja,47.507333,19.140578,-137
572,F02806,Rákosmezei tér,47.524158,19.132719,-137
573,F03174,Karatna tér,47.543051,19.108548,-137
574,F03205,Tóth István utca,47.53828,19.117003,-137
575,F03572,Ároktő út,47.495779,19.260729,-137
576,F04456,Lépcsős utca,47.408167,19.015956,-137
577,F04604,Kőrösi út,47.376028,19.223359,-137
578,F04647,Szent István utca,47.378622,19.226983,-137
579,8245,Kolozsvár utcai piac,47.536842,19.114916,-136
580,9379,József utca,47.53208,19.155893,-136
581,9498,Csertő utca,47.511107,19.146099,-136
582,50173,Lincoln út,47.416015,19.2435,-136
583,F01088,Oktogon M,47.504796,19.062525,-136
584,F01677,Kada utca / Maglódi út,47.482529,19.158114,-136
585,F02687,Árvavár utca,47.535232,19.115591,-136
586,F02805,Kála utca,47.52272,19.130858,-136
587,F02807,Rákosmezei tér,47.524769,19.133504,-136
588,F02844,Rákospatak utca / Csömöri út,47.524356,19.118207,-136
589,F02974,Amerikai út (Mexikói út M),47.522264,19.092857,-136
590,F03030,Rákospalota Kossuth utca,47.567236,19.124575,-136
591,F03086,Széchenyi út,47.544217,19.114885,-136
592,F03650,Kisfaludy utca,47.40898,19.193869,-136
593,F03956,Ady Endre út (Báthory utca),47.454662,19.14091,-136
594,F03975,Áchim András utca,47.452181,19.135435,-136
595,F04603,Gyál Vecsési út,47.380893,19.23022,-136
596,7979,Vörösmarty utca M,47.507404,19.066482,-135
597,8399,Pestszentimre vasútállomás,47.404222,19.186489,-135
598,9420,Honvédkórház,47.531561,19.070886,-135
599,56123,Borsmenta utca,47.572507,19.010551,-135
600,66686,Ecsedháza köz,47.488008,19.30077,-135
601,F00393,Gyarmati Dezső Uszoda,47.565357,18.950452,-135
602,F00996,Bajcsy-Zsilinszky út,47.499841,19.055259,-135
603,F01079,Opera,47.502197,19.058761,-135
604,F01085,Oktogon,47.504923,19.062823,-135
605,F01092,Vörösmarty utca,47.507149,19.066118,-135
606,F01094,Kodály körönd M,47.509508,19.069576,-135
607,F01095,Kodály körönd,47.509175,19.069116,-135
608,F01099,Bajza utca M,47.510875,19.071674,-135
609,F01100,Bajza utca,47.511237,19.072271,-135
610,F01102,Hősök tere,47.514055,19.076439,-135
611,F01443,Ősz utca,47.446197,19.100297,-135
612,F01579,Gyömrői út,47.471632,19.141848,-135
613,F02328,Szent János Kórház,47.508145,19.008248,-135
614,F02726,Zugló vasútállomás (Hermina út),47.510813,19.097825,-135
615,F03190,Wesselényi utca,47.544152,19.123577,-135
616,F03971,Hunyadi tér,47.449291,19.131222,-135
617,F03977,Kossuth Lajos utca,47.449765,19.145781,-135
618,F03982,Nádasdy utca,47.444555,19.138082,-135
619,F04002,Vas Gereben utca (Ady Endre út),47.447582,19.149364,-135
620,F04027,Áchim András utca,47.447385,19.14225,-135
621,F04035,Mészáros Lőrinc utca,47.444043,19.143868,-135
622,F04104,Jókai Mór utca,47.440575,19.11807,-135
623,F04136,Tátra tér,47.442999,19.11163,-135
624,9008,Szilasliget Posta,47.56985,19.272388,-134
625,9512,Endrődi Sándor utca,47.521143,19.011996,-134
626,64170,Ady Endre utca,47.355831,19.027066,-134
627,66684,Csabamező utca / Göcsej utca,47.486224,19.297962,-134
628,F01050,Hősök tere M,47.514067,19.076454,-134
629,F01077,Opera M,47.503169,19.060096,-134
630,F01370,Nagykőrösi út / Határ út,47.454618,19.113036,-134
631,F01438,Gubacsi út / Határ út,47.444507,19.09775,-134
632,F01444,Jókai Mór utca / Határ út,47.44901,19.104503,-134
633,F01452,Nagykőrösi út / Határ út,47.455443,19.114062,-134
634,F01456,Mészáros Lőrinc utca,47.4593,19.120044,-134
635,F01458,Mészáros Lőrinc utca,47.459714,19.120363,-134
636,F01531,Balkán utca,47.474062,19.116058,-134
637,F01535,Fertő utca / Bihari utca,47.476066,19.119165,-134
638,F01575,Kocsis Sándor Sportközpont,47.478717,19.12348,-134
639,F01681,Kada utca / Mádi utca,47.479359,19.153464,-134
640,F02895,Mexikói út,47.521761,19.092006,-134
641,F02963,Laky Adolf utca,47.519951,19.097727,-134
642,F03045,Széchenyi tér,47.564783,19.121077,-134
643,F03334,Ilonatelep H,47.525883,19.228515,-134
644,F03406,Cinkotai köztemető,47.530593,19.235875,-134
645,F03663,Ady Endre utca,47.405855,19.189024,-134
646,F03676,Lajos utca,47.399113,19.178607,-134
647,F03820,Szélső utca,47.401169,19.181805,-134
648,F04042,Nagykőrösi út,47.445086,19.124931,-134
649,F04049,Szilágyság utca,47.432881,19.136949,-134
650,F04098,Mártírok útja,47.442687,19.121215,-134
651,F04133,Szent Erzsébet tér,47.440545,19.107875,-134
652,F04708,Budakeszi városháza,47.510655,18.929291,-134
653,8922,Gyula vezér út,47.409242,19.003434,-133
654,8965,Szent László utca,47.421187,19.126871,-133
655,9511,Pasaréti út,47.516355,19.003967,-133
656,9764,Zsófialiget H,47.547898,19.263369,-133
657,22005,Tölgy utca,47.416403,19.205417,-133
658,F00679,Óbudai autóbuszgarázs,47.568005,19.026037,-133
659,F00727,Szíjgyártó utca,47.588837,19.114104,-133
660,F01045,Lövölde tér,47.507304,19.072123,-133
661,F01069,Ferdinánd híd (Izabella utca),47.511695,19.062594,-133
662,F01375,Boráros tér H,47.480323,19.066048,-133
663,F01447,Mártírok útja / Határ út,47.452039,19.109095,-133
664,F01688,Kemence utca,47.475865,19.148071,-133
665,F02287,Bürök utca,47.491236,19.009429,-133
666,F02322,Erdei iskola,47.507204,18.994364,-133
667,F02915,Róna utca,47.511865,19.115416,-133
668,F02985,Szentmihályi út,47.5372,19.162956,-133
669,F03029,Rákospalota Kossuth utca,47.567442,19.124841,-133
670,F03398,Műkő utca,47.522796,19.223777,-133
671,F03659,Pestszentimre Ültetvény utca,47.396787,19.175078,-133
672,F04069,Eperjes utca,47.431181,19.124937,-133
673,F04115,Török Flóris utca,47.435544,19.109142,-133
674,F04167,Vaskapu utca,47.43431,19.139139,-133
675,F04513,XVI. utca,47.413907,18.996341,-133
676,7950,Keleti pályaudvar M,47.501104,19.082712,-132
677,8952,Terv utca,47.408,19.001541,-132
678,9001,Kistarcsa H,47.545584,19.259693,-132
679,9003,Kerepes H,47.551324,19.268897,-132
680,9540,Szilágyi Erzsébet fasor,47.515203,19.002149,-132
681,37748,Lakihegy Cseresznyés utca,47.376792,19.006348,-132
682,F00901,Kordován tér,47.587327,19.111629,-132
683,F00945,Bajcsy-Zsilinszky út M,47.500363,19.055901,-132
684,F01515,Boráros tér H,47.479495,19.067865,-132
685,F02076,Irhás árok,47.476728,18.98747,-132
686,F02084,Márton Áron tér,47.481923,18.998861,-132
687,F02372,Regőczi István tér,47.507174,18.988152,-132
688,F02789,Vezér utca / Fogarasi út,47.513353,19.136061,-132
689,F02798,Egressy tér,47.5143,19.119229,-132
690,F03285,Raktárak,47.536254,19.244727,-132
691,F04036,Szegfű utca,47.446001,19.146921,-132
692,F04155,Attila utca,47.431329,19.101529,-132
693,F04474,XIII. utca / Dózsa György út,47.411873,18.993004,-132
694,F04565,Erzsébeti temető,47.41868,19.122574,-132
695,F04733,Erdő utca,47.509131,18.926755,-132
696,9451,Gyűszű utca,47.417266,19.0224,-131
697,F01041,Izabella utca / Király utca,47.505425,19.069083,-131
698,F01500,Albert Flórián út,47.472525,19.095428,-131
699,F01737,Várna utca,47.501747,19.115376,-131
700,F02928,Pillangó utca,47.503499,19.118511,-131
701,F02960,Amerikai út,47.514264,19.103391,-131
702,F03654,Damjanich utca,47.411116,19.197147,-131
703,F03672,Pestszentimre vasútállomás (Dózsa Gy.u.),47.403503,19.185428,-131
704,F04041,Baross utca,47.432893,19.104221,-131
705,F04232,Erdősor utca,47.410061,19.072372,-131
706,56223,Szent Gellért tér - Műegyetem,47.482635,19.054014,-130
707,64215,Szépvölgyi dűlő,47.545841,18.992119,-130
708,75655,Köves út / Szentlőrinci út,47.416264,19.143255,-130
709,F00278,Pasaréti tér,47.5235,18.992834,-130
710,F01031,Nyugati pályaudvar M (Podmaniczky utca),47.509276,19.058597,-130
711,F01034,Király utca / Erzsébet körút,47.503573,19.06595,-130
712,F01115,Wesselényi utca / Erzsébet körút,47.500928,19.069307,-130
713,F01641,Liget tér,47.482795,19.130358,-130
714,F02937,Mályva utca,47.511224,19.132301,-130
715,F02991,Rigó utca,47.528586,19.150547,-130
716,F03427,Frangepán utca,47.456343,19.201531,-130
717,F04116,Vörösmarty utca,47.434313,19.106649,-130
718,F04123,Pesterzsébet városközpont,47.437643,19.100872,-130
719,F04124,Pesterzsébet városközpont,47.438003,19.101536,-130
720,F04127,Ady Endre utca (Topánka utca),47.438883,19.103154,-130
721,F04281,Szabadság utca,47.410069,19.062898,-130
722,F04525,Dinnyehegyi út,47.417142,19.135863,-130
723,F04572,Szent László utca,47.420747,19.126128,-130
724,F04575,Szent László utca,47.415651,19.133276,-130
725,8317,Bartók Béla utca,47.433275,18.919546,-129
726,8407,Forrásliget lakópark,47.581363,19.037795,-129
727,9006,Szilasligeti elágazás,47.560766,19.2837,-129
728,66969,Zimonyi utca,47.471748,19.29995,-129
729,94505,Liszt Ferenc Airport 2,47.432683,19.261152,-129
730,F01061,Dévai utca,47.518494,19.064667,-129
731,F01063,Dévai utca,47.518703,19.064853,-129
732,F01109,Nyár utca,47.498554,19.06551,-129
733,F01118,Almássy tér,47.502546,19.072161,-129
734,F01478,Füleki utca,47.466209,19.102134,-129
735,F02335,Maros utca,47.505738,19.021762,-129
736,F02422,Agárdi út,47.495169,19.015235,-129
737,F02625,Lehel utca / Dózsa György út,47.520706,19.068611,-129
738,F02667,Hun utca,47.524185,19.075211,-129
739,F02669,Hun utca,47.523907,19.074521,-129
740,F02746,Róna utca,47.506194,19.12332,-129
741,F02750,Pongrátz Gergely tér,47.509096,19.128501,-129
742,F02784,Fischer István utca,47.515051,19.139038,-129
743,F02849,Cinkotai út,47.528466,19.123409,-129
744,F02930,Kaffka Margit utca,47.507946,19.126455,-129
745,F03694,Gyömrői út,47.453471,19.19647,-129
746,F04078,Előd utca,47.42049,19.119448,-129
747,7885,Dorottya utca (Vörösmarty tér M),47.497476,19.049623,-128
748,9102,Tátika utca,47.412824,18.929984,-128
749,9301,Gárdonyi Géza utca,47.405402,18.94778,-128
750,9311,BILK bekötőút,47.378957,19.129179,-128
751,9508,Orló utca,47.518254,19.007497,-128
752,56227,Kálvin tér,47.488903,19.061022,-128
753,56233,Keleti pályaudvar,47.500116,19.080722,-128
754,74021,Kőbányai garázs,47.491018,19.114222,-128
755,101183,Sport utca,47.352092,19.056415,-128
756,F00415,Kelemen László utca,47.522366,18.990764,-128
757,F01056,Honvédkórház (Hősök tere M),47.516046,19.074517,-128
758,F01074,Rippl-Rónai utca,47.514904,19.072299,-128
759,F01106,Szinyei Merse utca,47.513169,19.065037,-128
760,F01695,Mélytó utca,47.467837,19.163416,-128
761,F01974,Építész utca,47.448017,19.046334,-128
762,F01976,Kondorosi út,47.449438,19.049052,-128
763,F02224,Petőfi híd budai hídfő,47.476672,19.058963,-128
764,F02621,Lehel utca / Dózsa György út,47.521014,19.069289,-128
765,F03859,Alacskai úti lakótelep,47.414204,19.201926,-128
766,F04829,Alcsiki dűlő,47.460064,18.934007,-128
767,8267,Szentlőrinci út,47.424625,19.157703,-127
768,F00921,Fővám tér M,47.486916,19.05724,-127
769,F01339,Ráday utca,47.485548,19.06593,-127
770,F01373,Boráros tér H,47.480125,19.066075,-127
771,F01498,Albert Flórián út,47.47239,19.095534,-127
772,F02359,Zirzen Janka utca,47.51136,18.992669,-127
773,F02370,Felső Svábhegyi út,47.508425,18.990447,-127
774,F02734,Egressy út / Stefánia út,47.504785,19.100806,-127
775,F02823,Tisza István tér,47.516394,19.107097,-127
776,F02957,Posta Járműtelep,47.510203,19.112214,-127
777,F03224,Mátyás király utca,47.53268,19.176306,-127
778,F04334,Iskola tér,47.41148,19.065522,-127
779,8111,Barackos út / Angeli utca,47.402248,18.974427,-126
780,8337,Növény utca,47.402114,19.015257,-126
781,9501,Körvasút sor,47.514609,19.152837,-126
782,42797,Bányató utca,47.465434,19.162927,-126
783,F01033,Akácfa utca,47.502152,19.062963,-126
784,F01314,Keleti pályaudvar M,47.500277,19.080999,-126
785,F03385,Farkashalom utca,47.512023,19.216334,-126
786,F03483,Csaba vezér tér,47.486869,19.286224,-126
787,F03622,Ipacsfa utca,47.429485,19.167661,-126
788,F03623,Ipacsfa utca,47.430145,19.169047,-126
789,F04045,Pesterzsébet Ady Endre tér,47.4326,19.127352,-126
790,F04290,Almafa utca,47.393762,19.039899,-126
791,F04351,Szilvafa utca,47.395526,19.043542,-126
792,F04444,Park utca,47.412284,19.006492,-126
793,8324,Tükörhegy,47.436368,18.927095,-125
794,9179,Petőfi híd budai hídfő,47.47678,19.058883,-125
795,9446,Botond utca,47.404076,18.996178,-125
796,62515,Török utca,47.412771,18.989465,-125
797,F00644,Békásmegyer Újmegyeri tér,47.602812,19.066434,-125
798,F01128,Nefelejcs utca,47.505936,19.079239,-125
799,F01139,Dembinszky utca,47.507922,19.083646,-125
800,F01143,Cserhát utca,47.503703,19.085939,-125
801,F01160,Keleti pályaudvar M,47.500853,19.082181,-125
802,F01588,Újhegyi út Sportliget,47.468083,19.168683,-125
803,F01990,Budafoki út / Szerémi sor,47.473875,19.052847,-125
804,F02045,Karolina út,47.472723,19.033028,-125
805,F02695,Széchenyi fürdő M,47.519039,19.08117,-125
806,F02703,Ciklámen utca,47.5156,19.090554,-125
807,F02917,Törökőr utca,47.50793,19.107672,-125
808,F03221,György utca,47.530832,19.172291,-125
809,F03260,József utca,47.526309,19.162454,-125
810,F03266,Batthyány utca,47.518431,19.161229,-125
811,F03283,Rózsa utca,47.516098,19.156139,-125
812,F03306,Vidámvásár utca,47.520116,19.219146,-125
813,F03382,Papír utca,47.510508,19.21305,-125
814,F03439,Czeglédi Mihály utca,47.489453,19.289697,-125
815,F03625,Besence utca,47.428152,19.164921,-125
816,F04353,Vízművek lakótelep,47.391522,19.035701,-125
817,F04467,Dózsa György út,47.399546,19.003827,-125
818,9382,Jávorfa utca,47.526052,19.177918,-124
819,9383,János utca,47.523533,19.172315,-124
820,9452,Húr utca,47.416159,19.020426,-124
821,9564,Mészkő utca,47.579129,19.034311,-124
822,F00642,Békásmegyer Újmegyeri tér,47.602606,19.065995,-124
823,F00856,Homoktövis iskola,47.596795,19.116028,-124
824,F01126,Nefelejcs utca / Damjanich utca,47.50768,19.078176,-124
825,F01135,Damjanich utca / Dózsa György út,47.509433,19.082014,-124
826,F01591,Maglódi út,47.470264,19.17333,-124
827,F03036,Juhos utca,47.564491,19.127455,-124
828,F03227,Mátyás király utca,47.527539,19.181273,-124
829,F03264,Batthyány utca,47.523652,19.156593,-124
830,F03326,Anilin utca,47.513233,19.219099,-124
831,F03351,Szilas-patak,47.530095,19.187017,-124
832,F04495,Petőfi Sándor utca (Kastélymúzeum),47.39346,18.989619,-124
833,9104,Valéria utca,47.414086,18.932618,-123
834,9483,Rákoscsaba vasútállomás,47.491097,19.281623,-123
835,62815,Szent László utca,47.405382,18.999105,-123
